package,name,composable,skippable,restartable,readonly,inline,isLambda,hasDefaults,defaultsGroup,groups,calls,
com.bocatta.pos.navigation.AppNavGraph,AppNavGraph,1,1,1,0,0,0,0,0,1,1,
